Precinct,1ST CHOICE COUNCIL MEMBER WARD FIVE WARD 5,2ND CHOICE COUNCIL MEMBER WARD FIVE WARD 5,3RD CHOICE COUNCIL MEMBER WARD FIVE WARD 5,COUNT
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,KALE R. SEVERSON,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,KALE R. SEVERSON,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-01,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-03,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-05,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-05,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,UWI,undervote,undervote,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-04,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,KALE R. SEVERSON,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,KALE R. SEVERSON,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-6C,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,KALE R. SEVERSON,undervote,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,UWI,UWI,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,KALE R. SEVERSON,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-07,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,KALE R. SEVERSON,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,UWI,UWI,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-04,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-07,undervote,undervote,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,UWI,UWI,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-04,KALE R. SEVERSON,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-01,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,UWI,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BRETT BUCKNER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-08,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BLONG YANG,UWI,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-08,UWI,undervote,undervote,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,KALE R. SEVERSON,undervote,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,undervote,undervote,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,undervote,undervote,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,KALE R. SEVERSON,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-02,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BRETT BUCKNER,undervote,1
MINNEAPOLIS W-5 P-05,BLONG YANG,undervote,undervote,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BLONG YANG,BLONG YANG,1
MINNEAPOLIS W-5 P-05,undervote,IAN ALEXANDER,undervote,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,BLONG YANG,undervote,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-01,BLONG YANG,KALE R. SEVERSON,UWI,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,1
